year,nuh,total_rainfall,wet_bulb_temperature,dengue,urti,diarrhea,num__wet_bulb_temperature,num__total_rainfall,num__dengue,num__urti,num__diarrhea,num__wet_bulb_temperature^2,num__wet_bulb_temperature total_rainfall,num__wet_bulb_temperature dengue,num__wet_bulb_temperature urti,num__wet_bulb_temperature diarrhea,num__total_rainfall^2,num__total_rainfall dengue,num__total_rainfall urti,num__total_rainfall diarrhea,num__dengue^2,num__dengue urti,num__dengue diarrhea,num__urti^2,num__urti diarrhea,num__diarrhea^2,cat__is_holiday_1,cat__month_Aug,cat__month_Dec,cat__month_Feb,cat__month_Jan,cat__month_Jul,cat__month_Jun,cat__month_Mar,cat__month_May,cat__month_Nov,cat__month_Oct,cat__month_Sep,cat__day_Mon,cat__day_Sat,cat__day_Sun,cat__day_Thu,cat__day_Tue,cat__day_Wed
2022,90.3,0.0,26.7,29.0,3256.0,317.0,26.7,0.0,29.0,3256.0,317.0,712.89,0.0,774.3,86935.2,8463.9,0.0,0.0,0.0,0.0,841.0,94424.0,9193.0,10601536.0,1032152.0,100489.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022,91.6,16.4,25.7,29.0,3256.0,317.0,25.7,16.4,29.0,3256.0,317.0,660.49,421.47999999999996,745.3,83679.2,8146.9,268.96,475.59999999999997,53398.399999999994,5198.799999999999,841.0,94424.0,9193.0,10601536.0,1032152.0,100489.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022,91.4,0.0,26.2,29.0,3256.0,317.0,26.2,0.0,29.0,3256.0,317.0,686.4399999999999,0.0,759.8,85307.2,8305.4,0.0,0.0,0.0,0.0,841.0,94424.0,9193.0,10601536.0,1032152.0,100489.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,89.9,0.0,26.1,29.0,3256.0,317.0,26.1,0.0,29.0,3256.0,317.0,681.21,0.0,756.9000000000001,84981.6,8273.7,0.0,0.0,0.0,0.0,841.0,94424.0,9193.0,10601536.0,1032152.0,100489.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,88.0,5.0,26.5,29.0,3256.0,317.0,26.5,5.0,29.0,3256.0,317.0,702.25,132.5,768.5,86284.0,8400.5,25.0,145.0,16280.0,1585.0,841.0,94424.0,9193.0,10601536.0,1032152.0,100489.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022,89.4,12.2,26.6,29.0,3247.0,293.0,26.6,12.2,29.0,3247.0,293.0,707.5600000000001,324.52,771.4000000000001,86370.20000000001,7793.8,148.83999999999997,353.79999999999995,39613.399999999994,3574.6,841.0,94163.0,8497.0,10543009.0,951371.0,85849.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022,91.8,0.0,26.3,29.0,3247.0,293.0,26.3,0.0,29.0,3247.0,293.0,691.69,0.0,762.7,85396.1,7705.900000000001,0.0,0.0,0.0,0.0,841.0,94163.0,8497.0,10543009.0,951371.0,85849.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022,92.9,0.0,25.4,29.0,3247.0,293.0,25.4,0.0,29.0,3247.0,293.0,645.16,0.0,736.5999999999999,82473.79999999999,7442.2,0.0,0.0,0.0,0.0,841.0,94163.0,8497.0,10543009.0,951371.0,85849.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022,89.7,0.0,25.6,29.0,3247.0,293.0,25.6,0.0,29.0,3247.0,293.0,655.3600000000001,0.0,742.4000000000001,83123.20000000001,7500.8,0.0,0.0,0.0,0.0,841.0,94163.0,8497.0,10543009.0,951371.0,85849.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022,87.2,17.0,24.6,29.0,3247.0,293.0,24.6,17.0,29.0,3247.0,293.0,605.1600000000001,418.20000000000005,713.4000000000001,79876.20000000001,7207.8,289.0,493.0,55199.0,4981.0,841.0,94163.0,8497.0,10543009.0,951371.0,85849.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
