date,year,nuh,total_rainfall,wet_bulb_temperature,dengue,urti,diarrhea,injuries,day,month,is_holiday
2022-12-18,2022,83.7,10.2,26.1,39.0,2168.0,326.0,27.0,Sun,Dec,0
2022-12-19,2022,86.2,0.4,25.0,39.0,2168.0,326.0,27.0,Mon,Dec,0
2022-12-20,2022,86.5,0.0,26.3,39.0,2168.0,326.0,27.0,Tue,Dec,0
2022-12-21,2022,86.7,0.0,25.9,39.0,2168.0,326.0,27.0,Wed,Dec,0
2022-12-22,2022,87.3,9.0,25.1,39.0,2168.0,326.0,27.0,Thu,Dec,0
2022-12-23,2022,83.9,0.8,25.7,39.0,2168.0,326.0,27.0,Fri,Dec,0
2022-12-24,2022,77.6,0.0,24.7,39.0,2168.0,326.0,27.0,Sat,Dec,0
2022-12-25,2022,76.9,0.0,25.4,41.0,2336.0,320.0,27.0,Sun,Dec,1
2022-12-26,2022,79.9,0.0,25.2,41.0,2336.0,320.0,27.0,Mon,Dec,1
2022-12-27,2022,84.9,0.0,25.0,41.0,2336.0,320.0,27.0,Tue,Dec,0
2022-12-28,2022,87.8,0.2,24.8,41.0,2336.0,320.0,27.0,Wed,Dec,0
2022-12-29,2022,86.9,15.8,25.6,41.0,2336.0,320.0,27.0,Thu,Dec,0
2022-12-30,2022,85.2,0.0,25.2,41.0,2336.0,320.0,27.0,Fri,Dec,0
2022-12-31,2022,78.5,0.0,24.7,41.0,2336.0,320.0,27.0,Sat,Dec,0
2023-01-01,2023,78.3,0.0,25.0,40.0,2560.0,352.0,,Sun,Jan,1
2023-01-02,2023,82.8,0.0,25.4,40.0,2560.0,352.0,,Mon,Jan,1
2023-01-03,2023,86.7,6.0,26.2,40.0,2560.0,352.0,,Tue,Jan,0
2023-01-04,2023,86.6,2.6,24.9,40.0,2560.0,352.0,,Wed,Jan,0
2023-01-05,2023,88.2,0.2,25.5,40.0,2560.0,352.0,,Thu,Jan,0
2023-01-06,2023,86.2,0.0,25.9,40.0,2560.0,352.0,,Fri,Jan,0
2023-01-07,2023,83.4,3.8,25.4,40.0,2560.0,352.0,,Sat,Jan,0
2023-01-08,2023,85.2,0.0,26.1,40.0,2400.0,375.0,,Sun,Jan,0
2023-01-09,2023,89.4,0.0,25.8,40.0,2400.0,375.0,,Mon,Jan,0
2023-01-10,2023,88.6,3.0,26.1,40.0,2400.0,375.0,,Tue,Jan,0
2023-01-11,2023,87.1,6.8,25.6,40.0,2400.0,375.0,,Wed,Jan,0
2023-01-12,2023,85.9,0.0,25.4,40.0,2400.0,375.0,,Thu,Jan,0
2023-01-13,2023,82.9,5.0,25.9,40.0,2400.0,375.0,,Fri,Jan,0
2023-01-14,2023,79.4,0.6,25.8,40.0,2400.0,375.0,,Sat,Jan,0
2023-01-15,2023,79.8,0.0,26.3,39.0,2405.0,382.0,,Sun,Jan,0
2023-01-16,2023,85.2,0.0,26.1,39.0,2405.0,382.0,,Mon,Jan,0
2023-01-17,2023,84.8,0.0,24.8,39.0,2405.0,382.0,,Tue,Jan,0
2023-01-18,2023,81.3,0.4,25.5,39.0,2405.0,382.0,,Wed,Jan,0
2023-01-19,2023,79.0,18.0,25.3,39.0,2405.0,382.0,,Thu,Jan,0
2023-01-20,2023,69.8,25.4,25.4,39.0,2405.0,382.0,,Fri,Jan,0
2023-01-21,2023,61.4,0.4,26.1,39.0,2405.0,382.0,,Sat,Jan,0
2023-01-22,2023,63.3,9.8,26.0,27.0,2805.0,409.0,,Sun,Jan,1
2023-01-23,2023,65.4,44.8,25.5,27.0,2805.0,409.0,,Mon,Jan,1
2023-01-24,2023,71.6,42.8,24.3,27.0,2805.0,409.0,,Tue,Jan,1
2023-01-25,2023,79.0,72.0,23.9,27.0,2805.0,409.0,,Wed,Jan,0
2023-01-26,2023,81.9,8.8,24.2,27.0,2805.0,409.0,,Thu,Jan,0
2023-01-27,2023,82.2,0.2,25.4,27.0,2805.0,409.0,,Fri,Jan,0
2023-01-28,2023,79.3,10.6,23.3,27.0,2805.0,409.0,,Sat,Jan,0
2023-01-29,2023,79.8,19.6,23.6,32.0,2795.0,407.0,,Sun,Jan,0
2023-01-30,2023,82.1,2.6,25.5,32.0,2795.0,407.0,,Mon,Jan,0
2023-01-31,2023,82.9,19.2,24.3,32.0,2795.0,407.0,,Tue,Jan,0
2023-02-01,2023,83.4,0.0,25.5,32.0,2795.0,407.0,,Wed,Feb,0
2023-02-02,2023,86.8,1.4,25.9,32.0,2795.0,407.0,,Thu,Feb,0
2023-02-03,2023,87.8,2.8,26.1,32.0,2795.0,407.0,,Fri,Feb,0
2023-02-04,2023,83.5,26.4,25.3,32.0,2795.0,407.0,,Sat,Feb,0
2023-02-05,2023,85.0,4.8,25.8,31.0,2741.0,369.0,,Sun,Feb,0
2023-02-06,2023,89.4,0.0,25.5,31.0,2741.0,369.0,,Mon,Feb,0
2023-02-07,2023,89.4,0.0,25.9,31.0,2741.0,369.0,,Tue,Feb,0
2023-02-08,2023,85.4,0.0,26.0,31.0,2741.0,369.0,,Wed,Feb,0
2023-02-09,2023,86.2,0.0,25.6,31.0,2741.0,369.0,,Thu,Feb,0
2023-02-10,2023,86.1,1.6,25.9,31.0,2741.0,369.0,,Fri,Feb,0
2023-02-11,2023,83.6,0.0,25.9,31.0,2741.0,369.0,,Sat,Feb,0
2023-02-12,2023,85.2,53.2,25.6,21.0,2590.0,376.0,,Sun,Feb,0
2023-02-13,2023,89.4,11.8,25.9,21.0,2590.0,376.0,,Mon,Feb,0
2023-02-14,2023,89.2,33.6,25.8,21.0,2590.0,376.0,,Tue,Feb,0
2023-02-15,2023,87.8,18.6,25.3,21.0,2590.0,376.0,,Wed,Feb,0
2023-02-16,2023,89.8,0.0,24.9,21.0,2590.0,376.0,,Thu,Feb,0
2023-02-17,2023,88.3,0.0,25.6,21.0,2590.0,376.0,,Fri,Feb,0
2023-02-18,2023,83.4,0.0,25.6,21.0,2590.0,376.0,,Sat,Feb,0
2023-02-19,2023,84.6,0.0,25.8,20.0,2694.0,385.0,,Sun,Feb,0
2023-02-20,2023,87.6,1.6,25.1,20.0,2694.0,385.0,,Mon,Feb,0
2023-02-21,2023,88.2,0.0,24.8,20.0,2694.0,385.0,,Tue,Feb,0
2023-02-22,2023,88.7,0.0,24.9,20.0,2694.0,385.0,,Wed,Feb,0
2023-02-23,2023,89.1,0.0,24.6,20.0,2694.0,385.0,,Thu,Feb,0
2023-02-24,2023,87.7,0.0,25.0,20.0,2694.0,385.0,,Fri,Feb,0
2023-02-25,2023,84.2,0.0,25.1,20.0,2694.0,385.0,,Sat,Feb,0
2023-02-26,2023,85.3,12.2,25.1,16.0,2535.0,345.0,,Sun,Feb,0
2023-02-27,2023,88.7,1.6,25.7,16.0,2535.0,345.0,,Mon,Feb,0
2023-02-28,2023,89.1,154.8,25.7,16.0,2535.0,345.0,,Tue,Feb,0
2023-03-01,2023,88.5,90.2,24.3,16.0,2535.0,345.0,,Wed,Mar,0
2023-03-02,2023,89.3,29.8,24.7,16.0,2535.0,345.0,,Thu,Mar,0
2023-03-03,2023,89.2,38.2,24.6,16.0,2535.0,345.0,,Fri,Mar,0
2023-03-04,2023,85.3,24.6,23.8,16.0,2535.0,345.0,,Sat,Mar,0
2023-03-05,2023,86.7,12.2,24.9,17.0,2823.0,342.0,,Sun,Mar,0
2023-03-06,2023,89.0,0.2,24.6,17.0,2823.0,342.0,,Mon,Mar,0
2023-03-07,2023,91.8,0.2,25.2,17.0,2823.0,342.0,,Tue,Mar,0
2023-03-08,2023,91.5,0.0,25.4,17.0,2823.0,342.0,,Wed,Mar,0
2023-03-09,2023,91.6,0.0,25.8,17.0,2823.0,342.0,,Thu,Mar,0
2023-03-10,2023,90.4,0.0,25.6,17.0,2823.0,342.0,,Fri,Mar,0
2023-03-11,2023,86.8,0.0,25.5,17.0,2823.0,342.0,,Sat,Mar,0
2023-03-12,2023,89.7,0.0,25.8,21.0,2592.0,324.0,,Sun,Mar,0
2023-03-13,2023,91.2,0.0,24.7,21.0,2592.0,324.0,,Mon,Mar,0
2023-03-14,2023,92.2,0.0,24.7,21.0,2592.0,324.0,,Tue,Mar,0
2023-03-15,2023,92.6,0.0,24.3,21.0,2592.0,324.0,,Wed,Mar,0
2023-03-16,2023,93.2,0.0,24.8,21.0,2592.0,324.0,,Thu,Mar,0
2023-03-17,2023,90.0,0.0,25.2,21.0,2592.0,324.0,,Fri,Mar,0
2023-03-18,2023,89.0,0.0,25.8,21.0,2592.0,324.0,,Sat,Mar,0
2023-03-19,2023,90.5,0.0,26.1,18.0,2769.0,387.0,,Sun,Mar,0
2023-03-20,2023,91.8,0.0,26.2,18.0,2769.0,387.0,,Mon,Mar,0
2023-03-21,2023,92.2,6.4,25.5,18.0,2769.0,387.0,,Tue,Mar,0
2023-03-22,2023,92.5,0.0,26.0,18.0,2769.0,387.0,,Wed,Mar,0
2023-03-23,2023,92.2,0.0,26.7,18.0,2769.0,387.0,,Thu,Mar,0
2023-03-24,2023,89.8,6.8,26.6,18.0,2769.0,387.0,,Fri,Mar,0
2023-03-25,2023,86.2,6.2,26.1,18.0,2769.0,387.0,,Sat,Mar,0
2023-03-26,2023,86.9,0.0,26.7,15.0,2826.0,367.0,,Sun,Mar,0
2023-03-27,2023,89.8,19.4,25.3,15.0,2826.0,367.0,,Mon,Mar,0
2023-03-28,2023,90.2,0.0,26.2,15.0,2826.0,367.0,,Tue,Mar,0
2023-03-29,2023,92.7,0.0,26.6,15.0,2826.0,367.0,,Wed,Mar,0
2023-03-30,2023,90.4,9.2,26.2,15.0,2826.0,367.0,,Thu,Mar,0
2023-03-31,2023,90.7,0.0,26.5,15.0,2826.0,367.0,,Fri,Mar,0
2023-04-01,2023,86.8,85.8,26.0,15.0,2826.0,367.0,,Sat,Apr,0
2023-04-02,2023,87.2,5.6,26.0,17.0,3026.0,399.0,,Sun,Apr,0
2023-04-03,2023,89.6,23.4,24.8,17.0,3026.0,399.0,,Mon,Apr,0
2023-04-04,2023,91.6,0.0,26.4,17.0,3026.0,399.0,,Tue,Apr,0
2023-04-05,2023,88.7,0.0,26.0,17.0,3026.0,399.0,,Wed,Apr,0
2023-04-06,2023,87.6,0.2,26.4,17.0,3026.0,399.0,,Thu,Apr,0
2023-04-07,2023,82.1,1.2,25.9,17.0,3026.0,399.0,,Fri,Apr,1
2023-04-08,2023,83.4,0.0,26.4,17.0,3026.0,399.0,,Sat,Apr,0
2023-04-09,2023,84.3,0.0,26.9,19.0,3115.0,345.0,,Sun,Apr,0
2023-04-10,2023,88.6,0.2,26.5,19.0,3115.0,345.0,,Mon,Apr,0
2023-04-11,2023,90.7,0.0,27.0,19.0,3115.0,345.0,,Tue,Apr,0
2023-04-12,2023,89.8,0.0,26.6,19.0,3115.0,345.0,,Wed,Apr,0
2023-04-13,2023,90.4,2.8,27.2,19.0,3115.0,345.0,,Thu,Apr,0
2023-04-14,2023,88.8,9.2,27.3,19.0,3115.0,345.0,,Fri,Apr,0
2023-04-15,2023,84.5,18.2,27.2,19.0,3115.0,345.0,,Sat,Apr,0
2023-04-16,2023,86.1,17.8,26.7,16.0,3025.0,371.0,,Sun,Apr,0
2023-04-17,2023,86.1,3.4,27.1,16.0,3025.0,371.0,,Mon,Apr,0
2023-04-18,2023,90.6,0.0,27.0,16.0,3025.0,371.0,,Tue,Apr,0
2023-04-19,2023,89.8,0.0,26.4,16.0,3025.0,371.0,,Wed,Apr,0
2023-04-20,2023,89.7,0.4,26.1,16.0,3025.0,371.0,,Thu,Apr,0
2023-04-21,2023,84.5,1.8,26.8,16.0,3025.0,371.0,,Fri,Apr,0
2023-04-22,2023,82.9,0.0,26.8,16.0,3025.0,371.0,,Sat,Apr,1
2023-04-23,2023,86.5,0.0,26.9,18.0,2737.0,341.0,,Sun,Apr,0
2023-04-24,2023,88.4,4.2,26.9,18.0,2737.0,341.0,,Mon,Apr,0
2023-04-25,2023,88.0,0.8,26.9,18.0,2737.0,341.0,,Tue,Apr,0
2023-04-26,2023,86.9,0.6,26.7,18.0,2737.0,341.0,,Wed,Apr,0
2023-04-27,2023,88.3,0.0,27.5,18.0,2737.0,341.0,,Thu,Apr,0
2023-04-28,2023,86.9,0.8,26.8,18.0,2737.0,341.0,,Fri,Apr,0
2023-04-29,2023,86.5,45.8,27.1,18.0,2737.0,341.0,,Sat,Apr,0
2023-04-30,2023,85.2,0.6,27.0,17.0,2779.0,341.0,,Sun,Apr,0
2023-05-01,2023,86.9,0.0,27.9,17.0,2779.0,341.0,,Mon,May,1
2023-05-02,2023,88.9,0.0,26.9,17.0,2779.0,341.0,,Tue,May,0
2023-05-03,2023,90.3,0.0,27.4,17.0,2779.0,341.0,,Wed,May,0
2023-05-04,2023,91.3,0.0,27.4,17.0,2779.0,341.0,,Thu,May,0
2023-05-05,2023,89.6,19.8,27.2,17.0,2779.0,341.0,,Fri,May,0
2023-05-06,2023,87.2,0.2,27.0,17.0,2779.0,341.0,,Sat,May,0
2023-05-07,2023,88.1,1.0,26.6,14.0,2548.0,329.0,,Sun,May,0
2023-05-08,2023,89.2,0.0,26.7,14.0,2548.0,329.0,,Mon,May,0
2023-05-09,2023,89.7,0.0,26.2,14.0,2548.0,329.0,,Tue,May,0
2023-05-10,2023,90.4,0.0,26.8,14.0,2548.0,329.0,,Wed,May,0
2023-05-11,2023,90.9,0.0,26.9,14.0,2548.0,329.0,,Thu,May,0
2023-05-12,2023,87.7,0.0,27.0,14.0,2548.0,329.0,,Fri,May,0
2023-05-13,2023,84.3,0.0,26.9,14.0,2548.0,329.0,,Sat,May,0
2023-05-14,2023,87.8,0.0,26.9,17.0,2479.0,346.0,,Sun,May,0
2023-05-15,2023,89.2,0.0,27.2,17.0,2479.0,346.0,,Mon,May,0
2023-05-16,2023,89.0,6.4,26.8,17.0,2479.0,346.0,,Tue,May,0
2023-05-17,2023,89.8,34.6,27.0,17.0,2479.0,346.0,,Wed,May,0
2023-05-18,2023,89.4,0.0,28.3,17.0,2479.0,346.0,,Thu,May,0
2023-05-19,2023,90.0,3.6,26.7,17.0,2479.0,346.0,,Fri,May,0
2023-05-20,2023,88.4,1.2,26.8,17.0,2479.0,346.0,,Sat,May,0
2023-05-21,2023,89.1,4.0,26.7,19.0,2300.0,298.0,,Sun,May,0
2023-05-22,2023,90.8,0.0,26.5,19.0,2300.0,298.0,,Mon,May,0
2023-05-23,2023,90.5,0.4,26.1,19.0,2300.0,298.0,,Tue,May,0
2023-05-24,2023,91.2,0.0,26.5,19.0,2300.0,298.0,,Wed,May,0
2023-05-25,2023,90.4,0.0,27.0,19.0,2300.0,298.0,,Thu,May,0
2023-05-26,2023,89.0,30.2,26.5,19.0,2300.0,298.0,,Fri,May,0
2023-05-27,2023,87.8,0.0,27.1,19.0,2300.0,298.0,,Sat,May,0
2023-05-28,2023,88.1,0.0,26.6,16.0,2145.0,311.0,,Sun,May,0
2023-05-29,2023,88.9,11.4,26.8,16.0,2145.0,311.0,,Mon,May,0
2023-05-30,2023,88.9,0.0,26.6,16.0,2145.0,311.0,,Tue,May,0
2023-05-31,2023,89.6,0.0,26.9,16.0,2145.0,311.0,,Wed,May,0
2023-06-01,2023,86.8,16.2,26.5,16.0,2145.0,311.0,,Thu,Jun,0
2023-06-02,2023,83.7,0.0,26.8,16.0,2145.0,311.0,,Fri,Jun,1
2023-06-03,2023,83.8,1.6,27.1,16.0,2145.0,311.0,,Sat,Jun,0
2023-06-04,2023,86.5,51.6,27.2,23.0,1913.0,294.0,,Sun,Jun,0
2023-06-05,2023,88.2,0.0,26.0,23.0,1913.0,294.0,,Mon,Jun,0
2023-06-06,2023,87.7,2.6,26.3,23.0,1913.0,294.0,,Tue,Jun,0
2023-06-07,2023,88.1,0.0,26.3,23.0,1913.0,294.0,,Wed,Jun,0
2023-06-08,2023,87.6,2.2,27.4,23.0,1913.0,294.0,,Thu,Jun,0
2023-06-09,2023,87.8,0.0,26.5,23.0,1913.0,294.0,,Fri,Jun,0
2023-06-10,2023,85.2,0.0,26.4,23.0,1913.0,294.0,,Sat,Jun,0
2023-06-11,2023,87.8,0.4,26.8,39.0,1832.0,295.0,,Sun,Jun,0
2023-06-12,2023,89.6,46.2,26.5,39.0,1832.0,295.0,,Mon,Jun,0
2023-06-13,2023,90.8,0.2,27.0,39.0,1832.0,295.0,,Tue,Jun,0
2023-06-14,2023,90.3,0.4,26.1,39.0,1832.0,295.0,,Wed,Jun,0
2023-06-15,2023,90.3,0.0,26.6,39.0,1832.0,295.0,,Thu,Jun,0
2023-06-16,2023,87.8,0.0,27.8,39.0,1832.0,295.0,,Fri,Jun,0
2023-06-17,2023,86.0,0.0,26.7,39.0,1832.0,295.0,,Sat,Jun,0
2023-06-18,2023,87.2,8.6,26.9,31.0,1885.0,304.0,,Sun,Jun,0
2023-06-19,2023,89.0,3.2,27.0,31.0,1885.0,304.0,,Mon,Jun,0
2023-06-20,2023,88.2,0.0,27.1,31.0,1885.0,304.0,,Tue,Jun,0
2023-06-21,2023,88.9,0.0,26.7,31.0,1885.0,304.0,,Wed,Jun,0
2023-06-22,2023,89.2,0.0,26.5,31.0,1885.0,304.0,,Thu,Jun,0
2023-06-23,2023,87.5,0.0,26.5,31.0,1885.0,304.0,,Fri,Jun,0
2023-06-24,2023,83.6,0.0,26.4,31.0,1885.0,304.0,,Sat,Jun,0
2023-06-25,2023,84.6,0.0,25.8,39.0,2122.0,368.0,,Sun,Jun,0
2023-06-26,2023,86.7,2.2,25.9,39.0,2122.0,368.0,,Mon,Jun,0
2023-06-27,2023,86.2,39.6,25.9,39.0,2122.0,368.0,,Tue,Jun,0
2023-06-28,2023,83.3,17.0,26.1,39.0,2122.0,368.0,,Wed,Jun,0
2023-06-29,2023,79.7,0.0,26.4,39.0,2122.0,368.0,,Thu,Jun,1
2023-06-30,2023,84.3,36.4,26.5,39.0,2122.0,368.0,,Fri,Jun,0
2023-07-01,2023,81.4,0.4,25.6,39.0,2122.0,368.0,,Sat,Jul,0
2023-07-02,2023,83.4,0.0,26.1,34.0,2211.0,403.0,,Sun,Jul,0
2023-07-03,2023,86.5,0.2,26.5,34.0,2211.0,403.0,,Mon,Jul,0
2023-07-04,2023,89.8,0.0,26.4,34.0,2211.0,403.0,,Tue,Jul,0
2023-07-05,2023,88.1,0.0,26.9,34.0,2211.0,403.0,,Wed,Jul,0
2023-07-06,2023,89.3,1.2,25.0,34.0,2211.0,403.0,,Thu,Jul,0
2023-07-07,2023,87.9,14.4,26.0,34.0,2211.0,403.0,,Fri,Jul,0
2023-07-08,2023,84.9,0.0,26.4,34.0,2211.0,403.0,,Sat,Jul,0
2023-07-09,2023,84.7,11.2,26.3,30.0,2449.0,400.0,,Sun,Jul,0
2023-07-10,2023,87.4,5.8,26.4,30.0,2449.0,400.0,,Mon,Jul,0
2023-07-11,2023,87.8,4.6,25.0,30.0,2449.0,400.0,,Tue,Jul,0
2023-07-12,2023,87.4,0.0,26.0,30.0,2449.0,400.0,,Wed,Jul,0
2023-07-13,2023,86.4,0.0,26.5,30.0,2449.0,400.0,,Thu,Jul,0
2023-07-14,2023,84.5,44.4,26.3,30.0,2449.0,400.0,,Fri,Jul,0
2023-07-15,2023,80.2,0.0,26.0,30.0,2449.0,400.0,,Sat,Jul,0
2023-07-16,2023,84.3,0.0,26.3,29.0,2645.0,377.0,,Sun,Jul,0
2023-07-17,2023,86.1,0.2,26.3,29.0,2645.0,377.0,,Mon,Jul,0
2023-07-18,2023,86.7,7.8,26.1,29.0,2645.0,377.0,,Tue,Jul,0
2023-07-19,2023,86.7,15.8,26.1,29.0,2645.0,377.0,,Wed,Jul,0
2023-07-20,2023,86.0,51.4,25.9,29.0,2645.0,377.0,,Thu,Jul,0
2023-07-21,2023,84.3,0.4,26.3,29.0,2645.0,377.0,,Fri,Jul,0
2023-07-22,2023,81.9,0.0,26.7,29.0,2645.0,377.0,,Sat,Jul,0
2023-07-23,2023,84.7,0.0,26.5,31.0,2701.0,364.0,,Sun,Jul,0
2023-07-24,2023,89.2,0.0,25.9,31.0,2701.0,364.0,,Mon,Jul,0
2023-07-25,2023,89.0,0.0,26.3,31.0,2701.0,364.0,,Tue,Jul,0
2023-07-26,2023,88.2,0.0,26.6,31.0,2701.0,364.0,,Wed,Jul,0
2023-07-27,2023,90.9,0.0,26.9,31.0,2701.0,364.0,,Thu,Jul,0
2023-07-28,2023,87.5,0.2,27.0,31.0,2701.0,364.0,,Fri,Jul,0
2023-07-29,2023,86.6,0.0,26.3,31.0,2701.0,364.0,,Sat,Jul,0
2023-07-30,2023,86.7,0.0,25.7,23.0,2476.0,355.0,,Sun,Jul,0
2023-07-31,2023,89.1,0.0,25.4,23.0,2476.0,355.0,,Mon,Jul,0
2023-08-01,2023,89.3,0.0,25.9,23.0,2476.0,355.0,,Tue,Aug,0
2023-08-02,2023,86.2,0.0,26.5,23.0,2476.0,355.0,,Wed,Aug,0
2023-08-03,2023,87.6,9.2,26.2,23.0,2476.0,355.0,,Thu,Aug,0
2023-08-04,2023,87.0,0.0,26.5,23.0,2476.0,355.0,,Fri,Aug,0
2023-08-05,2023,83.4,0.0,26.9,23.0,2476.0,355.0,,Sat,Aug,0
2023-08-06,2023,85.7,0.0,25.8,28.0,2448.0,389.0,,Sun,Aug,0
2023-08-07,2023,89.2,0.0,26.2,28.0,2448.0,389.0,,Mon,Aug,0
2023-08-08,2023,87.0,24.4,26.6,28.0,2448.0,389.0,,Tue,Aug,0
2023-08-09,2023,87.6,0.0,26.2,28.0,2448.0,389.0,,Wed,Aug,1
2023-08-10,2023,87.5,0.0,25.9,28.0,2448.0,389.0,,Thu,Aug,0
2023-08-11,2023,85.3,0.0,25.9,28.0,2448.0,389.0,,Fri,Aug,0
2023-08-12,2023,81.9,0.0,26.4,28.0,2448.0,389.0,,Sat,Aug,0
2023-08-13,2023,83.9,4.6,25.9,27.0,2377.0,361.0,,Sun,Aug,0
2023-08-14,2023,88.1,23.2,25.8,27.0,2377.0,361.0,,Mon,Aug,0
2023-08-15,2023,86.9,0.0,26.0,27.0,2377.0,361.0,,Tue,Aug,0
2023-08-16,2023,87.2,3.8,26.2,27.0,2377.0,361.0,,Wed,Aug,0
2023-08-17,2023,86.1,0.0,26.7,27.0,2377.0,361.0,,Thu,Aug,0
2023-08-18,2023,83.5,8.6,26.1,27.0,2377.0,361.0,,Fri,Aug,0
2023-08-19,2023,80.7,15.6,26.1,27.0,2377.0,361.0,,Sat,Aug,0
2023-08-20,2023,83.3,0.0,26.3,28.0,2452.0,375.0,,Sun,Aug,0
2023-08-21,2023,86.8,18.2,25.6,28.0,2452.0,375.0,,Mon,Aug,0
2023-08-22,2023,86.6,0.0,26.3,28.0,2452.0,375.0,,Tue,Aug,0
2023-08-23,2023,86.0,0.0,26.3,28.0,2452.0,375.0,,Wed,Aug,0
2023-08-24,2023,83.9,0.2,26.6,28.0,2452.0,375.0,,Thu,Aug,0
2023-08-25,2023,83.5,0.8,26.9,28.0,2452.0,375.0,,Fri,Aug,0
2023-08-26,2023,78.1,3.6,25.7,28.0,2452.0,375.0,,Sat,Aug,0
2023-08-27,2023,79.3,0.0,26.6,30.0,2426.0,392.0,,Sun,Aug,0
2023-08-28,2023,86.3,0.0,25.9,30.0,2426.0,392.0,,Mon,Aug,0
2023-08-29,2023,88.1,1.8,26.4,30.0,2426.0,392.0,,Tue,Aug,0
2023-08-30,2023,87.5,0.0,25.9,30.0,2426.0,392.0,,Wed,Aug,0
2023-08-31,2023,81.5,0.0,28.1,30.0,2426.0,392.0,,Thu,Aug,0
2023-09-01,2023,77.3,0.6,25.8,30.0,2426.0,392.0,,Fri,Sep,1
2023-09-02,2023,77.5,0.0,25.9,30.0,2426.0,392.0,,Sat,Sep,0
2023-09-03,2023,83.1,0.0,26.0,37.0,2212.0,333.0,,Sun,Sep,0
2023-09-04,2023,86.8,0.0,25.4,37.0,2212.0,333.0,,Mon,Sep,0
2023-09-05,2023,88.4,0.0,25.7,37.0,2212.0,333.0,,Tue,Sep,0
2023-09-06,2023,90.0,47.8,26.2,37.0,2212.0,333.0,,Wed,Sep,0
2023-09-07,2023,88.1,0.2,25.5,37.0,2212.0,333.0,,Thu,Sep,0
2023-09-08,2023,86.5,0.0,25.7,37.0,2212.0,333.0,,Fri,Sep,0
2023-09-09,2023,85.3,0.0,25.8,37.0,2212.0,333.0,,Sat,Sep,0
2023-09-10,2023,87.9,5.2,26.3,47.0,2289.0,372.0,,Sun,Sep,0
2023-09-11,2023,89.9,0.0,25.7,47.0,2289.0,372.0,,Mon,Sep,0
2023-09-12,2023,90.9,0.0,26.5,47.0,2289.0,372.0,,Tue,Sep,0
2023-09-13,2023,88.9,0.0,26.3,47.0,2289.0,372.0,,Wed,Sep,0
2023-09-14,2023,89.8,0.0,25.6,47.0,2289.0,372.0,,Thu,Sep,0
2023-09-15,2023,86.7,0.0,25.9,47.0,2289.0,372.0,,Fri,Sep,0
2023-09-16,2023,85.7,0.0,26.1,47.0,2289.0,372.0,,Sat,Sep,0
2023-09-17,2023,84.2,0.0,26.4,43.0,2336.0,378.0,,Sun,Sep,0
2023-09-18,2023,88.1,8.6,26.1,43.0,2336.0,378.0,,Mon,Sep,0
2023-09-19,2023,87.7,0.0,26.2,43.0,2336.0,378.0,,Tue,Sep,0
2023-09-20,2023,86.3,38.8,25.9,43.0,2336.0,378.0,,Wed,Sep,0
2023-09-21,2023,85.3,0.6,26.4,43.0,2336.0,378.0,,Thu,Sep,0
2023-09-22,2023,84.8,17.4,25.8,43.0,2336.0,378.0,,Fri,Sep,0
2023-09-23,2023,80.9,0.0,26.2,43.0,2336.0,378.0,,Sat,Sep,0
2023-09-24,2023,82.6,13.2,25.6,49.0,2417.0,374.0,,Sun,Sep,0
2023-09-25,2023,85.6,0.0,26.1,49.0,2417.0,374.0,,Mon,Sep,0
2023-09-26,2023,86.4,0.0,26.5,49.0,2417.0,374.0,,Tue,Sep,0
2023-09-27,2023,88.9,0.0,26.3,49.0,2417.0,374.0,,Wed,Sep,0
2023-09-28,2023,88.9,0.0,26.2,49.0,2417.0,374.0,,Thu,Sep,0
2023-09-29,2023,85.7,0.0,26.8,49.0,2417.0,374.0,,Fri,Sep,0
2023-09-30,2023,84.1,0.6,26.4,49.0,2417.0,374.0,,Sat,Sep,0
2023-10-01,2023,85.0,0.0,26.4,38.0,2480.0,378.0,,Sun,Oct,0
2023-10-02,2023,88.6,0.0,26.4,38.0,2480.0,378.0,,Mon,Oct,0
2023-10-03,2023,87.9,0.8,26.6,38.0,2480.0,378.0,,Tue,Oct,0
2023-10-04,2023,87.1,0.0,26.8,38.0,2480.0,378.0,,Wed,Oct,0
2023-10-05,2023,89.0,0.0,26.7,38.0,2480.0,378.0,,Thu,Oct,0
2023-10-06,2023,87.3,0.0,26.6,38.0,2480.0,378.0,,Fri,Oct,0
2023-10-07,2023,85.4,0.0,26.7,38.0,2480.0,378.0,,Sat,Oct,0
2023-10-08,2023,86.0,0.0,26.0,31.0,2508.0,361.0,,Sun,Oct,0
2023-10-09,2023,87.3,0.0,26.7,31.0,2508.0,361.0,,Mon,Oct,0
2023-10-10,2023,88.9,0.0,26.5,31.0,2508.0,361.0,,Tue,Oct,0
2023-10-11,2023,86.4,7.8,26.4,31.0,2508.0,361.0,,Wed,Oct,0
2023-10-12,2023,87.7,0.0,26.4,31.0,2508.0,361.0,,Thu,Oct,0
2023-10-13,2023,84.3,0.0,26.0,31.0,2508.0,361.0,,Fri,Oct,0
2023-10-14,2023,80.7,0.0,26.0,31.0,2508.0,361.0,,Sat,Oct,0
2023-10-15,2023,81.6,0.0,26.5,30.0,2446.0,351.0,,Sun,Oct,0
2023-10-16,2023,84.3,0.0,26.5,30.0,2446.0,351.0,,Mon,Oct,0
